50000.0	0
50055.2	0
50110.3	0
50165.5	1
50220.6	0
50275.8	0
50330.9	0
50386.1	0
50441.2	0
50496.4	0
50551.5	0
50606.7	0
50661.8	0
50717.0	0
50772.1	0
50827.3	0
50882.5	0
50937.6	0
50992.8	0
51047.9	0
51103.1	0
51158.2	0
51213.4	0
51268.5	0
51323.7	0
51378.8	0
51434.0	0
51489.1	0
51544.3	2
51599.5	0
51654.6	0
51709.8	0
51764.9	0
51820.1	0
51875.2	0
51930.4	0
51985.5	0
52040.7	0
52095.8	0
52151.0	0
52206.1	0
52261.3	0
52316.4	0
52371.6	0
52426.8	0
52481.9	0
52537.1	0
52592.2	0
52647.4	0
52702.5	0
52757.7	0
52812.8	0
52868.0	0
52923.1	1
52978.3	0
53033.4	0
53088.6	0
53143.8	0
53198.9	0
53254.1	0
53309.2	0
53364.4	0
53419.5	0
53474.7	0
53529.8	0
53585.0	0
53640.1	0
53695.3	0
53750.4	0
53805.6	1
53860.7	0
53915.9	0
53971.1	0
54026.2	0
54081.4	0
54136.5	0
54191.7	0
54246.8	0
54302.0	0
54357.1	0
54412.3	0
54467.4	0
54522.6	0
54577.7	0
54632.9	0
54688.1	0
54743.2	0
54798.4	0
54853.5	0
54908.7	0
54963.8	0
55019.0	0
55074.1	0
55129.3	0
55184.4	0
55239.6	0
55294.7	0
55349.9	0
55405.0	0
55460.2	0
55515.4	0
55570.5	0
55625.7	0
55680.8	0
55736.0	0
55791.1	0
55846.3	0
55901.4	0
55956.6	0
56011.7	0
56066.9	0
56122.0	0
56177.2	0
56232.4	0
56287.5	0
56342.7	0
56397.8	0
56453.0	0
56508.1	0
56563.3	0
56618.4	1
56673.6	0
56728.7	0
56783.9	0
56839.0	0
56894.2	0
56949.3	0
57004.5	0
57059.7	0
57114.8	0
57170.0	0
57225.1	0
57280.3	0
57335.4	0
57390.6	0
57445.7	0
57500.9	0
57556.0	0
57611.2	0
57666.3	0
57721.5	0
57776.6	0
57831.8	0
57887.0	0
57942.1	0
57997.3	0
58052.4	0
58107.6	0
58162.7	0
58217.9	0
58273.0	0
58328.2	0
58383.3	0
58438.5	0
58493.6	0
58548.8	0
58604.0	0
58659.1	0
58714.3	0
58769.4	0
58824.6	0
58879.7	0
58934.9	0
58990.0	0
59045.2	0
59100.3	0
59155.5	0
59210.6	0
59265.8	0
59320.9	0
59376.1	0
59431.3	0
59486.4	0
59541.6	0
59596.7	0
59651.9	0
59707.0	0
59762.2	0
59817.3	0
59872.5	0
59927.6	0
59982.8	0
60037.9	0
60093.1	0
60148.3	0
60203.4	0
60258.6	0
60313.7	0
60368.9	0
60424.0	0
60479.2	0
60534.3	0
60589.5	0
60644.6	0
60699.8	0
60754.9	0
60810.1	0
60865.2	0
60920.4	0
60975.6	0
61030.7	0
61085.9	0
61141.0	0
61196.2	0
61251.3	0
61306.5	0
61361.6	0
61416.8	0
61471.9	0
61527.1	1
61582.2	0
61637.4	0
61692.6	0
61747.7	0
61802.9	0
61858.0	0
61913.2	0
61968.3	0
62023.5	1
62078.6	0
62133.8	0
62188.9	0
62244.1	0
62299.2	0
62354.4	0
62409.5	0
62464.7	0
62519.9	0
62575.0	0
62630.2	0
62685.3	0
62740.5	0
62795.6	0
62850.8	0
62905.9	0
62961.1	0
63016.2	0
63071.4	0
63126.5	0
63181.7	0
63236.9	0
63292.0	0
63347.2	0
63402.3	0
63457.5	0
63512.6	0
63567.8	0
63622.9	0
63678.1	0
63733.2	0
63788.4	0
63843.5	0
63898.7	0
63953.8	0

